record_id,timestamp,order_id,product_id,product_category,quantity,unit_price,total_price,supplier_id,supplier_region,warehouse_id,warehouse_region,lead_time_days,transportation_delay_days,fulfillment_status,inventory_level,reorder_point,demand_forecast,demand_forecast_confidence,agent_decision,decision_reason,procurement_cost,transportation_cost,holding_cost,penalty_cost,carbon_emissions_kg,customer_satisfaction_score,anomalies_flag,agent_observation,agent_action_text
R-000057,2025-11-17T22:55:26.767525,5f8309eb-42f2-4044-b276-c20e43652aec,P-8259,automotive,3.0,97.29,291.87,S-046,Asia,W-07,Oceania,5.0,2.0,delivered,148.0,69.0,18.0,0.72,do_nothing,inventory sufficient for forecast,291.87,58.02,14.8,0.0,2.7,4.18,False,"Order 5f8309eb-42f2-4044-b276-c20e43652aec: product P-8259 (automotive), qty 3, inventory 148, forecast 18 (conf 0.72)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000058,2025-11-17T23:05:26.767525,24ac3215-f407-47b2-98c7-f9404d0e9bdd,P-9005,food,6.0,9.11,54.66,S-009,Asia,W-06,Africa,5.0,0.0,shipped,167.0,51.0,17.0,0.34,ERR_361d47,inventory sufficient for forecast,54.66,8.2,16.7,0.0,17.53,2.92,False,,Action: do_nothing. Reason: inventory sufficient for forecast.
R-000059,2025-11-17T23:15:26.767525,45e8b1d0-c52b-4b2d-9d93-7c55b98d1383,P-6022,pharma,1.0,39.85,39.85,S-001,South America,W-13,South America,11.0,5.0,shipped,171.0,59.0,25.0,0.75,do_nothing,inventory sufficient for forecast,39.85,100.54,17.1,0.0,6.19,4.52,False,"Order 45e8b1d0-c52b-4b2d-9d93-7c55b98d1383: product P-6022 (pharma), qty 1, inventory 171, forecast 25 (conf 0.75)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000060,2025-11-17T23:25:26.767525,b2a1769e-6717-4ff6-95ba-8b1b75d9ddec,P-5644,food,1.0,9.61,9.61,S-039,South America,W-20,Asia,5.0,2.0,returned,314.0,43.0,31.0,0.1,do_nothing,inventory sufficient for forecast,9.61,67.72,31.4,1.92,5.47,4.54,False,"Order b2a1769e-6717-4ff6-95ba-8b1b75d9ddec: product P-5644 (food), qty 1, inventory 314, forecast 31 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000061,2025-11-17T23:35:26.767525,c48ecdbf-2a53-4b72-8645-357436707f0f,P-9853,furniture,1.0,295.51,295.51,,South America,W-19,Asia,5.0,2.0,processing,288.0,50.0,21.0,0.46,do_nothing,inventory sufficient for forecast,295.51,102.11,28.8,0.0,1.43,3.45,False,"Order c48ecdbf-2a53-4b72-8645-357436707f0f: product P-9853 (furniture), qty 1, inventory 288, forecast 21 (conf 0.46)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000062,2025-11-17T23:45:26.767525,dea13f99-c877-4cf2-8d52-0aa7c6e6501b,P-6009,electronics,6.0,218.12,1308.72,S-048,Asia,W-08,Europe,1.0,2.0,processing,128.0,45.0,24.0,0.24,do_nothing,inventory sufficient for forecast,1308.72,96.01,12.8,0.0,24.34,4.12,False,"Order dea13f99-c877-4cf2-8d52-0aa7c6e6501b: product P-6009 (electronics), qty 6, inventory 128, forecast 24 (conf 0.24)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000063,2025-11-17T23:55:26.767525,f6ead5a9-5755-486e-b25a-1a3dffad24df,P-7428,apparel,10.0,31.45,314.5,S-008,Europe,W-16,Africa,5.0,2.0,delivered,369.0,65.0,42.0,0.87,do_nothing,inventory sufficient for forecast,314.5,83.68,36.9,0.0,2.43,4.38,False,"Order f6ead5a9-5755-486e-b25a-1a3dffad24df: product P-7428 (apparel), qty 10, inventory 369, forecast 42 (conf 0.87)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000064,2025-11-18T00:05:26.767525,764caa1e-8175-4a58-ac4d-6bc73ac7ddab,P-8623,automotive,2.0,107.04,214.08,S-033,Asia,W-09,Asia,,1.0,processing,323.0,56.0,6.0,0.18,do_nothing,inventory sufficient for forecast,214.08,46.92,32.3,0.0,9.21,3.86,False,"Order 764caa1e-8175-4a58-ac4d-6bc73ac7ddab: product P-8623 (automotive), qty 2, inventory 323, forecast 6 (conf 0.18)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000065,2025-11-18T00:15:26.767525,1bd79b34-447a-4e7f-b53d-92e48216ea2e,P-7642,electronics,1.0,193.69,193.69,S-030,South America,W-10,Europe,6.0,0.0,shipped,190.0,17.0,21.0,0.21,do_nothing,inventory sufficient for forecast,193.69,44.94,19.0,0.0,2.93,4.02,False,"Order 1bd79b34-447a-4e7f-b53d-92e48216ea2e: product P-7642 (electronics), qty 1, inventory 190, forecast 21 (conf 0.21)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000066,2025-11-18T00:25:26.767525,f7a71125-711e-4fc9-b7cb-3ec949418816,P-8780,automotive,1.0,166.75,166.75,S-050,ERR_235d50,W-07,Europe,10.0,2.0,pending,116.0,65.0,7.0,0.3,do_nothing,inventory sufficient for forecast,166.75,137.21,11.6,0.0,3.91,3.73,False,"Order f7a71125-711e-4fc9-b7cb-3ec949418816: product P-8780 (automotive), qty 1, inventory 116, forecast 7 (conf 0.3)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000067,2025-11-18T00:35:26.767525,e237ab45-2221-4e1c-a3dc-d7c7fb39793f,P-7702,furniture,4.0,288.7,1154.8,S-037,Europe,W-02,South America,6.0,1.0,shipped,303.0,58.0,27.0,0.45,do_nothing,inventory sufficient for forecast,1154.8,62.19,30.3,0.0,5.74,3.62,False,"Order e237ab45-2221-4e1c-a3dc-d7c7fb39793f: product P-7702 (furniture), qty 4, inventory 303, forecast 27 (conf 0.45)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000068,2025-11-18T00:45:26.767525,97b73ea8-b65d-4cd0-8ec2-bc5ce4c9d1ab,P-1857,apparel,1.0,40.27,40.27,S-024,South America,W-09,Europe,8.0,0.0,processing,195.0,74.0,50.0,0.35,do_nothing,inventory sufficient for forecast,40.27,81.69,19.5,0.0,0.49,3.97,False,"Order 97b73ea8-b65d-4cd0-8ec2-bc5ce4c9d1ab: product P-1857 (apparel), qty 1, inventory 195, forecast 50 (conf 0.35)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000069,2025-11-18T00:55:26.767525,471691fc-3077-4354-8117-3f3328090792,P-7183,pharma,3.0,32.53,97.59,S-031,North America,W-04,Asia,6.0,0.0,shipped,136.0,62.0,,0.43,do_nothing,inventory sufficient for forecast,97.59,53.59,13.6,0.0,9.01,4.2,False,"Order 471691fc-3077-4354-8117-3f3328090792: product P-7183 (pharma), qty 3, inventory 136, forecast 15 (conf 0.43)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000070,2025-11-18T01:05:26.767525,0055dd6d-21ff-4a93-8b9c-59a5a37e12f9,P-2816,food,1.0,11.18,11.18,S-024,Europe,W-15,Africa,2.0,1.0,shipped,131.0,43.0,25.0,0.94,do_nothing,inventory sufficient for forecast,11.18,56.27,13.1,0.0,3.16,4.01,False,"Order 0055dd6d-21ff-4a93-8b9c-59a5a37e12f9: product P-2816 (food), qty 1, inventory 131, forecast 25 (conf 0.94)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000071,2025-11-18T01:15:26.767525,3203d47f-7f09-453e-b12d-7fadb8f300b5,P-1573,pharma,1.0,27.54,27.54,S-002,Europe,W-16,Africa,4.0,0.0,delivered,144.0,26.0,31.0,0.37,do_nothing,inventory sufficient for forecast,27.54,51.24,14.4,0.0,1.12,4.09,False,"Order 3203d47f-7f09-453e-b12d-7fadb8f300b5: product P-1573 (pharma), qty 1, inventory 144, forecast 31 (conf 0.37)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000072,2025-11-18T01:25:26.767525,901f265b-68f2-40dc-ba95-5103073bbd34,P-1620,furniture,1.0,347.24,347.24,S-015,Europe,W-19,Africa,7.0,2.0,delivered,286.0,79.0,11.0,0.89,do_nothing,inventory sufficient for forecast,347.24,35.96,28.6,0.0,4.45,4.33,False,"Order 901f265b-68f2-40dc-ba95-5103073bbd34: product P-1620 (furniture), qty 1, inventory 286, forecast 11 (conf 0.89)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000073,2025-11-18T01:35:26.767525,6af23f67-5175-4ab0-881e-e2cd49e3bf2b,P-7725,apparel,1.0,40.58,40.58,S-029,South America,W-05,North America,5.0,2.0,cancelled,223.0,46.0,11.0,0.86,do_nothing,inventory sufficient for forecast,40.58,72.64,22.3,8.12,5.97,3.86,False,"Order 6af23f67-5175-4ab0-881e-e2cd49e3bf2b: product P-7725 (apparel), qty 1, inventory 223, forecast 11 (conf 0.86)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000074,2025-11-18T01:45:26.767525,bb052a8e-66ba-4990-84e8-d726be2a1f4c,P-7098,apparel,6.0,46.33,277.98,S-024,Africa,W-15,South America,4.0,0.0,pending,316.0,77.0,0.0,0.39,do_nothing,inventory sufficient for forecast,277.98,53.4,31.6,0.0,1.67,2.72,False,"Order bb052a8e-66ba-4990-84e8-d726be2a1f4c: product P-7098 (apparel), qty 6, inventory 316, forecast 0 (conf 0.39)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000075,2025-11-18T01:55:26.767525,8e4f64a4-d6c8-409b-ab49-c584fc41c715,P-4034,electronics,1.0,266.18,266.18,S-022,North America,W-15,Europe,9.0,2.0,shipped,341.0,52.0,33.0,0.1,do_nothing,inventory sufficient for forecast,266.18,12.86,34.1,0.0,4.29,3.49,False,"Order 8e4f64a4-d6c8-409b-ab49-c584fc41c715: product P-4034 (electronics), qty 1, inventory 341, forecast 33 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000076,2025-11-18T02:05:26.767525,b6e8c44c-51b8-4f05-9b63-d7ff98532657,P-2361,food,8.0,10.32,82.56,S-013,Africa,W-03,Africa,6.0,0.0,processing,177.0,51.0,28.0,0.28,do_nothing,inventory sufficient for forecast,82.56,48.49,17.7,0.0,39.32,3.67,False,"Order b6e8c44c-51b8-4f05-9b63-d7ff98532657: product P-2361 (food), qty 8, inventory 177, forecast 28 (conf 0.28)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000077,2025-11-18T02:15:26.767525,4b5a8819-d84c-46db-986e-df8e336d39cb,P-2824,pharma,1.0,2057.1682884178795,25.19,S-045,South America,W-07,Oceania,6.0,0.0,shipped,176.0,55.0,9.0,0.81,do_nothing,inventory sufficient for forecast,25.19,55.68,17.6,0.0,4.2,3.69,False,"Order 4b5a8819-d84c-46db-986e-df8e336d39cb: product P-2824 (pharma), qty 1, inventory 176, forecast 9 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000078,2025-11-18T02:25:26.767525,18dfc1ee-2ff9-44be-b7ac-522b16e9d6e0,P-4121,furniture,2.0,338.8,677.6,S-025,Oceania,W-13,North America,9.0,1.0,delivered,218.0,52.0,15.0,0.26,do_nothing,inventory sufficient for forecast,677.6,37.12,21.8,0.0,2.9,4.6,False,"Order 18dfc1ee-2ff9-44be-b7ac-522b16e9d6e0: product P-4121 (furniture), qty 2, inventory 218, forecast 15 (conf 0.26)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000079,2025-11-18T02:35:26.767525,7b3c682d-22ce-4fe7-a808-f051d25f6430,P-7098,food,1.0,9.23,9.23,S-016,South America,W-16,Africa,8.0,0.0,delivered,182.0,70.0,34.0,0.24,do_nothing,inventory sufficient for forecast,9.23,105.18,18.2,0.0,1.37,4.16,False,"Order 7b3c682d-22ce-4fe7-a808-f051d25f6430: product P-7098 (food), qty 1, inventory 182, forecast 34 (conf 0.24)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000080,2025-11-18T02:45:26.767525,e39daf28-63ef-4c97-a143-724eddb5f31d,P-8458,automotive,4.0,134.93,539.72,S-026,Oceania,W-13,Oceania,4.0,0.0,shipped,193.0,33.0,40.0,0.28,do_nothing,inventory sufficient for forecast,539.72,90.76,19.3,0.0,19.65,3.9,False,"Order e39daf28-63ef-4c97-a143-724eddb5f31d: product P-8458 (automotive), qty 4, inventory 193, forecast 40 (conf 0.28)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000081,2025-11-18T02:55:26.767525,e655bb06-b962-432c-9a31-f878a88bc4a7,P-3078,electronics,3.0,196.73,590.19,S-030,Europe,W-05,Europe,6.0,0.0,delivered,47.0,49.0,14.0,0.67,expedite,urgent demand forecast exceed inventory,590.19,50.2,4.7,0.0,8.81,4.0,False,"Order e655bb06-b962-432c-9a31-f878a88bc4a7: product P-3078 (electronics), qty 3, inventory 47, forecast 14 (conf 0.67)",Action: expedite. Reason: urgent demand forecast exceed inventory.
R-000082,2025-11-18T03:05:26.767525,1da2e20f-fabb-4c65-a1f3-8f0ad6361919,P-7385,ERR_483571,1.0,10.4,10.4,S-049,South America,W-12,Africa,6.0,0.0,processing,248.0,20.0,8.0,0.1,do_nothing,inventory sufficient for forecast,10.4,45.53,24.8,0.0,2.21,4.77,False,"Order 1da2e20f-fabb-4c65-a1f3-8f0ad6361919: product P-7385 (food), qty 1, inventory 248, forecast 8 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000083,2025-11-18T03:15:26.767525,28323783-610d-44a3-a14a-5d4a304b4040,P-9841,apparel,1.0,33.29,33.29,S-014,Asia,W-07,Oceania,0.0,3.0,processing,98.0,51.0,25.0,0.34,do_nothing,inventory sufficient for forecast,33.29,95.03,9.8,0.0,4.44,4.39,False,"Order 28323783-610d-44a3-a14a-5d4a304b4040: product P-9841 (apparel), qty 1, inventory 98, forecast 25 (conf 0.34)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000084,2025-11-18T03:25:26.767525,efd4302e-873f-4a93-bcb0-66e140ef29f7,P-7063,electronics,1.0,136.57,136.57,S-018,Europe,W-13,Oceania,3.0,2.0,shipped,241.0,58.0,0.0,0.63,do_nothing,inventory sufficient for forecast,136.57,4431.740289508322,24.1,0.0,1.88,5.0,False,"Order efd4302e-873f-4a93-bcb0-66e140ef29f7: product P-7063 (electronics), qty 1, inventory 241, forecast 0 (conf 0.63)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000085,2025-11-18T03:35:26.767525,6c098f01-4dc5-4ff2-a696-5520f57c79a0,P-5131,apparel,3.0,44.7,134.1,S-004,Asia,ERR_ad6230,North America,14.0,6.0,shipped,199.0,23.0,33.0,0.22,do_nothing,inventory sufficient for forecast,134.1,106.55,19.9,0.0,14.28,3.57,False,"Order 6c098f01-4dc5-4ff2-a696-5520f57c79a0: product P-5131 (apparel), qty 3, inventory 199, forecast 33 (conf 0.22)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000086,2025-11-18T03:45:26.767525,eb4cc965-b378-4304-aaf7-be16798027e0,P-2270,automotive,3.0,60.99,182.97,S-034,Africa,W-13,Europe,10.0,0.0,delivered,319.0,66.0,18.0,0.62,do_nothing,inventory sufficient for forecast,182.97,85.78,31.9,0.0,3.57,3.91,False,"Order eb4cc965-b378-4304-aaf7-be16798027e0: product P-2270 (automotive), qty 3, inventory 319, forecast 18 (conf 0.62)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000087,2025-11-18T03:55:26.767525,8de413f3-fe09-4f0c-bcaa-6761b78cec67,P-7085,electronics,1.0,193.05,193.05,S-039,Europe,W-16,Europe,5.0,2.0,processing,180.0,47.0,17.0,0.71,do_nothing,inventory sufficient for forecast,193.05,92.19,18.0,0.0,5.71,3.23,False,"Order 8de413f3-fe09-4f0c-bcaa-6761b78cec67: product P-7085 (electronics), qty 1, inventory 180, forecast 17 (conf 0.71)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000088,2025-11-18T04:05:26.767525,5da8b695-b512-4363-99d1-79699f7ec074,P-8214,automotive,5.0,158.98,794.9,S-014,Africa,W-12,South America,3.0,5.0,shipped,91.0,1311.0209099846702,14.0,0.25,do_nothing,inventory sufficient for forecast,794.9,150.93,9.1,0.0,10.77,4.14,False,"Order 5da8b695-b512-4363-99d1-79699f7ec074: product P-8214 (automotive), qty 5, inventory 91, forecast 14 (conf 0.25)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000089,2025-11-18T04:15:26.767525,12c28c6b-4cf7-49e4-b819-3e6ff9e348a1,P-4351,automotive,1.0,120.11,120.11,S-022,North America,W-15,Oceania,7.0,3.0,processing,226.0,66.0,3.0,0.1,do_nothing,inventory sufficient for forecast,120.11,63.35,22.6,,4.95,2.69,False,"Order 12c28c6b-4cf7-49e4-b819-3e6ff9e348a1: product P-4351 (automotive), qty 1, inventory 226, forecast 3 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000090,2025-11-18T04:25:26.767525,b861513c-522d-48f5-a28b-9f3f121a49a5,P-8349,electronics,2.0,112.61,225.22,S-044,South America,W-05,Oceania,9.0,0.0,delivered,171.0,35.0,9.0,0.34,do_nothing,inventory sufficient for forecast,225.22,42.6,17.1,0.0,5.6,4.31,False,"Order b861513c-522d-48f5-a28b-9f3f121a49a5: product P-8349 (electronics), qty 2, inventory 171, forecast 9 (conf 0.34)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000091,2025-11-18T04:35:26.767525,eddf7792-07c6-40fa-a4f8-b4d47c5d16aa,P-7947,electronics,2.0,187.51,375.02,S-030,North America,W-11,Europe,3.0,3.0,returned,168.0,44.0,15.0,0.4,do_nothing,inventory sufficient for forecast,375.02,81.03,16.8,75.0,2.23,3.87,False,"Order eddf7792-07c6-40fa-a4f8-b4d47c5d16aa: product P-7947 (electronics), qty 2, inventory 168, forecast 15 (conf 0.4)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000092,2025-11-18T04:45:26.767525,70c7aa91-6471-40bf-9384-9b8c6c8ab225,P-5158,food,1.0,9.31,9.31,S-004,Africa,W-19,Asia,8.0,1.0,delivered,243.0,42.0,13.0,0.87,do_nothing,inventory sufficient for forecast,9.31,63.03,24.3,0.0,3.08,4.44,False,"Order 70c7aa91-6471-40bf-9384-9b8c6c8ab225: product P-5158 (food), qty 1, inventory 243, forecast 13 (conf 0.87)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000093,2025-11-18T04:55:26.767525,ba7e010a-d367-43ad-b8ad-4b409835aa9c,P-3623,automotive,3.0,165.27,495.81,S-009,South America,W-19,North America,1.0,6.0,delivered,138.0,44.0,27.0,0.92,do_nothing,inventory sufficient for forecast,495.81,128.5,1308.2468237639143,0.0,10.35,5.0,False,"Order ba7e010a-d367-43ad-b8ad-4b409835aa9c: product P-3623 (automotive), qty 3, inventory 138, forecast 27 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000094,2025-11-18T05:05:26.767525,2fbe71fa-6cc5-431f-b3a1-431420563403,P-2358,furniture,1.0,256.78,256.78,S-035,Asia,W-08,Europe,8.0,0.0,shipped,233.0,51.0,31.0,0.14,do_nothing,inventory sufficient for forecast,256.78,36.26,23.3,0.0,4.57,3.77,False,"Order 2fbe71fa-6cc5-431f-b3a1-431420563403: product P-2358 (furniture), qty 1, inventory 233, forecast 31 (conf 0.14)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000095,2025-11-18T05:15:26.767525,0f137bac-89f5-455a-b7c7-34e3bf1e003c,P-2793,furniture,6.0,260.15,1560.9,S-028,Africa,W-18,Africa,5.0,4.0,shipped,172.0,40.0,8.0,0.28,do_nothing,inventory sufficient for forecast,1560.9,80.79,17.2,0.0,26.02,5.0,False,"Order 0f137bac-89f5-455a-b7c7-34e3bf1e003c: product P-2793 (furniture), qty 6, inventory 172, forecast 8 (conf 0.28)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000096,2025-11-18T05:25:26.767525,9ed53677-6763-49fe-aaaa-d388485da6a8,P-5960,food,3.0,11.47,34.41,S-029,Oceania,W-16,Europe,8.0,1.0,shipped,105.0,76.0,31.0,0.1,do_nothing,inventory sufficient for forecast,34.41,58.65,10.5,0.0,4.5,4.46,False,"Order 9ed53677-6763-49fe-aaaa-d388485da6a8: product P-5960 (food), qty 3, inventory 105, forecast 31 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000097,2025-11-18T05:35:26.767525,83c391de-0cbe-4133-9b92-0887e53e6cb2,P-1966,food,1.0,14.95,14.95,S-042,South America,W-15,Africa,8.0,2.0,processing,215.0,49.0,4.0,0.29,do_nothing,inventory sufficient for forecast,14.95,63.98,21.5,0.0,1.58,4.17,False,"Order 83c391de-0cbe-4133-9b92-0887e53e6cb2: product P-1966 (food), qty 1, inventory 215, forecast 4 (conf 0.29)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000098,2025-11-18T05:45:26.767525,2e4463e6-ec4d-4a9a-9498-e4b6243c170e,P-9296,automotive,6.0,134.26,805.56,S-039,Europe,W-17,South America,8.0,0.0,cancelled,175.0,63.0,24.0,0.46,do_nothing,inventory sufficient for forecast,805.56,49.02,17.5,161.11,4.07,4.7,False,"Order 2e4463e6-ec4d-4a9a-9498-e4b6243c170e: product P-9296 (automotive), qty 6, inventory 175, forecast 24 (conf 0.46)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000099,2025-11-18T05:55:26.767525,543f4792-2c60-4595-a4a5-9145969ed4fc,P-4402,food,1.0,8.47,8.47,S-035,Europe,W-12,Oceania,6.0,0.0,pending,148.0,51.0,8.0,0.1,do_nothing,inventory sufficient for forecast,8.47,55.84,14.8,0.0,3.87,2.75,False,"Order 543f4792-2c60-4595-a4a5-9145969ed4fc: product P-4402 (food), qty 1, inventory 148, forecast 8 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000100,2025-11-18T06:05:26.767525,6ae68eb9-3d5f-4b74-a91c-cd46fb0c21d3,P-5048,electronics,1.0,199.91,199.91,S-001,South America,W-20,Europe,13.0,4.0,delivered,259.0,58.0,20.0,0.48,do_nothing,inventory sufficient for forecast,199.91,127.8,25.9,0.0,5.56,4.0,False,"Order 6ae68eb9-3d5f-4b74-a91c-cd46fb0c21d3: product P-5048 (electronics), qty 1, inventory 259, forecast 20 (conf 0.48)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000101,2025-11-18T06:15:26.767525,a6495263-32df-41f2-88b6-04fc6b115a58,P-9238,apparel,4.0,46.85,187.4,S-008,Asia,W-11,Asia,1.0,3.0,shipped,24.0,59.0,3.0,0.92,reorder,inventory below reorder point,187.4,32.72,2.4,0.0,9.46,3.58,False,"Order a6495263-32df-41f2-88b6-04fc6b115a58: product P-9238 (apparel), qty 4, inventory 24, forecast 3 (conf 0.92)",Action: reorder. Reason: inventory below reorder point.
R-000102,2025-11-18T06:25:26.767525,643a0d5c-9973-42b4-8c7d-a70c65c9bb5f,P-5284,furniture,1.0,369.61,369.61,S-011,Africa,W-03,North America,9.0,0.0,shipped,115.0,79.0,26.0,0.86,do_nothing,inventory sufficient for forecast,369.61,22.7,11.5,0.0,1.87,4.34,False,"Order 643a0d5c-9973-42b4-8c7d-a70c65c9bb5f: product P-5284 (furniture), qty 1, inventory 115, forecast 26 (conf 0.86)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000103,2025-11-18T06:35:26.767525,a99e95bd-245b-40e3-8be1-d1bb931800fa,P-9666,electronics,1.0,134.72,134.72,S-009,North America,W-01,Asia,7.0,4.0,delivered,155.0,45.0,2.0,0.36,do_nothing,inventory sufficient for forecast,134.72,93.08,15.5,0.0,3.83,4.21,False,"Order a99e95bd-245b-40e3-8be1-d1bb931800fa: product P-9666 (electronics), qty 1, inventory 155, forecast 2 (conf 0.36)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000104,2025-11-18T06:45:26.767525,d875ea75-0629-4233-8650-68c12df01046,P-2816,furniture,5.0,321.8,1609.0,S-022,Asia,W-05,North America,11.0,3.0,returned,114.0,54.0,2.0,0.54,do_nothing,inventory sufficient for forecast,1609.0,57.85,11.4,321.8,19.42,4.05,False,"Order d875ea75-0629-4233-8650-68c12df01046: product P-2816 (furniture), qty 5, inventory 114, forecast 2 (conf 0.54)",Action: do_nothing. Reason: inventory sufficient for forecast.
